"registro","bridge5m","bridge20m","rasa5m","rasa20m","laje5m","laje20m"
"2857",26.916,24.363,28.171,18.438,29.14,24.968
"2858",27.677,24.363,28.468,18.771,28.99,24.291
"2859",27.604,24.629,28.642,20.126,27.653,25.307
"2860",27.653,24.726,28.766,18.675,27.284,25.137
"2861",27.505,25.113,29.015,19.08,27.875,25.453
"2862",27.702,25.21,29.065,18.152,27.702,24.508
"2863",27.924,25.21,28.667,19.627,27.727,24.726
"2864",27.899,25.866,28.617,19.508,27.604,25.065
"2865",28.097,25.283,28.965,19.436,27.776,26.085
"2866",28.122,26.158,29.24,19.912,27.333,24.098
"2867",27.554,26.182,29.165,20.174,26.573,24.146
"2868",27.628,25.137,28.171,19.532,26.744,24.484
"2869",27.505,25.21,27.063,19.651,27.161,23.954
"2870",27.579,25.307,25.768,19.555,27.259,24.243
"2871",27.628,25.38,25.477,18.509,27.801,23.954
"2872",27.628,25.234,26.134,19.103,27.333,24.508
"2873",27.801,25.623,28.394,19.413,28.493,25.695
"2874",27.899,26.109,28.742,19.627,27.554,25.574
"2875",28.394,25.258,29.265,18.675,27.382,24.895
"2876",28.444,25.453,29.389,19.817,27.308,25.113
"2877",28.692,26.524,28.742,19.175,27.727,25.501
"2878",28.543,24.895,28.965,18.652,27.825,24.702
"2879",27.875,25.089,28.791,18.247,26.867,23.857
"2880",27.776,25.355,28.941,17.962,27.136,23.448
"2881",27.235,25.331,28.965,17.605,26.426,22.25
"2882",26.793,24.774,28.916,18.2,26.109,22.369
"2883",26.793,24.968,28.692,18.271,26.842,22.585
"2884",26.646,25.016,28.147,18.58,25.598,22.369
"2885",26.916,25.04,28.221,19.508,26.5,23.545
"2886",27.776,24.557,28.568,19.365,26.695,23.978
"2887",27.974,25.307,28.667,19.984,26.867,24.098
"2888",27.899,25.186,28.841,19.674,26.842,23.857
"2889",28.097,25.21,27.431,19.341,27.21,24.315
"2890",27.998,25.38,28.32,20.365,27.308,25.162
"2891",28.394,25.817,28.667,20.007,26.891,23.112
"2892",27.727,24.388,26.695,18.675,25.501,22.609
"2893",26.891,24.098,27.382,18.319,24.871,22.896
"2894",26.353,23.857,28.147,19.746,24.267,22.274
"2895",26.085,23.689,29.69,18.771,25.744,23.761
"2896",26.793,24.098,28.99,19.222,26.451,23.256
"2897",27.628,24.532,29.74,18.842,28.444,23.136
"2898",27.801,24.653,29.439,18.414,27.628,23.04
"2899",27.481,24.702,29.69,18.414,24.919,23.424
"2900",27.456,24.823,29.74,18.604,25.404,23.761
"2901",27.875,26.304,29.665,18.105,26.231,23.93
"2902",28.468,25.525,29.59,18.081,27.014,25.307
"2903",28.196,25.331,29.414,17.629,27.136,23.761
"2904",27.85,24.629,29.414,18.747,26.5,23.617
"2905",26.622,24.532,29.265,17.819,25.404,23.328
"2906",26.109,24.484,28.097,17.415,25.453,22.824
"2907",25.817,24.581,27.038,18.057,25.501,22.848
"2908",25.623,24.75,26.036,18.176,26.573,23.28
"2909",25.841,24.798,27.087,18.105,25.355,23.4
"2910",26.426,24.968,27.235,18.509,27.21,23.617
"2911",27.677,25.113,27.407,17.486,25.914,23.881
"2912",27.554,25.258,27.505,17.629,26.5,23.737
"2913",27.653,25.38,28.171,18.01,26.598,24.122
"2914",28.171,25.817,27.677,18.818,26.695,24.726
"2915",28.023,25.72,27.727,18.675,26.867,25.089
"2916",28.32,25.866,27.677,19.77,25.186,22.609
"2917",26.671,24.944,29.065,19.888,26.231,22.92
"2918",26.085,24.75,28.941,19.936,26.867,23.304
"2919",25.55,24.243,29.414,19.579,26.524,22.848
"2920",26.207,24.46,27.677,18.057,26.769,23.304
"2921",26.353,24.726,29.565,18.747,27.875,23.4
"2922",27.014,25.162,30.016,18.295,28.27,24.532
"2923",27.161,25.428,30.016,18.295,25.428,23.376
"2924",27.284,25.428,29.941,18.794,25.768,23.689
"2925",27.554,26.182,29.64,18.366,25.671,24.339
"2926",27.653,26.207,29.59,18.224,26.671,24.895
"2927",28.097,25.307,29.515,17.748,27.53,25.647
"2928",27.924,25.428,29.464,17.463,26.573,24.122
"2929",27.653,25.307,29.515,17.986,27.186,24.847
"2930",26.378,25.113,27.85,17.819,28.444,24.992
"2931",26.818,25.695,27.677,17.629,26.549,24.823
"2932",26.671,25.477,29.215,18.081,25.404,24.605
"2933",26.524,25.866,25.793,19.365,26.524,24.823
"2934",26.965,25.574,27.554,18.533,26.061,24.653
"2935",27.087,25.793,28.097,20.246,25.21,24.46
"2936",26.94,26.036,28.568,19.674,26.94,25.04
"2937",27.481,26.158,29.19,19.793,26.426,25.477
"2938",27.751,25.939,26.158,19.318,27.014,25.501
"2939",28.221,26.451,28.171,18.771,27.038,26.012
"2940",27.776,26.475,25.574,19.579,27.112,26.72
"2941",27.801,26.402,25.04,18.866,26.329,24.557
"2942",26.965,25.841,27.53,19.175,26.965,25.744
"2943",26.573,25.866,28.543,20.555,27.653,26.451
"2944",26.475,25.695,29.14,20.222,28.468,27.161
"2945",26.842,25.744,29.49,19.651,28.642,26.524
"2946",26.622,25.89,28.419,18.485,28.617,26.134
"2947",27.136,26.5,25.21,18.533,27.333,26.402
"2948",27.653,26.061,27.899,19.27,27.407,25.695
"2949",27.407,26.451,28.841,19.413,26.695,26.134
"2950",27.825,26.598,27.038,20.484,27.259,26.207
"2951",27.998,26.573,28.742,20.388,27.554,26.304
"2952",28.345,26.304,27.112,21.843,27.653,26.72
"2953",27.776,26.769,27.628,18.319,27.825,26.402
"2954",27.112,26.451,29.24,19.841,27.825,27.21
"2955",27.21,26.744,27.284,21.103,28.419,28.048
"2956",27.308,26.965,29.439,19.746,28.766,28.692
"2957",27.431,27.333,29.64,19.865,28.841,28.543
"2958",27.702,27.259,29.439,19.365,28.543,28.27
"2959",27.53,27.087,29.29,18.961,28.468,27.751
"2960",27.456,27.014,27.333,21.915,28.493,27.998
"2961",27.53,26.94,29.14,19.294,27.949,27.949
"2962",27.554,27.161,29.49,20.579,27.998,27.259
"2963",28.072,26.94,29.865,20.055,27.554,27.308
"2964",28.097,26.916,30.041,20.936,27.776,27.456
"2965",28.147,27.063,28.468,20.698,27.875,27.628
"2966",27.924,27.259,29.54,20.984,27.825,27.653
"2967",27.505,27.235,26.818,21.056,30.243,28.147
"2968",27.604,27.431,28.245,20.317,29.941,28.866
"2969",27.949,27.53,29.69,20.388,29.916,28.891
"2970",28.27,27.407,26.524,20.984,29.84,28.692
"2971",27.875,27.53,28.99,19.77,28.941,28.642
"2972",27.825,27.579,29.815,20.627,28.99,28.023
"2973",27.875,27.186,29.84,20.222,28.642,28.023
"2974",28.023,27.112,29.615,20.674,28.667,27.875
"2975",28.048,27.186,29.64,21.223,28.444,27.751
"2976",28.171,27.161,29.665,22.25,28.097,27.554
"2977",28.419,27.21,29.69,20.913,27.998,27.579
"2978",28.023,27.554,28.816,22.369,28.667,28.394
"2979",27.702,27.505,29.115,22.92,28.642,28.568
"2980",27.801,27.85,29.24,24.026,29.14,28.742
"2981",28.196,28.245,28.766,21.509,29.464,29.365
"2982",28.369,28.345,28.518,21.366,29.165,28.394
"2983",28.345,28.221,28.766,21.891,29.09,28.444
"2985",28.196,28.221,29.04,20.746,28.642,28.468
"2986",28.568,28.072,29.115,25.137,28.791,28.518
"2987",28.742,27.751,29.19,26.329,28.444,28.468
"2988",28.345,27.702,29.265,22.274,28.369,28.345
"2989",28.023,27.702,28.667,23.617,28.369,28.593
"2990",28.147,27.801,28.518,21.103,28.493,28.394
"2991",28.27,28.072,28.642,22.8,28.692,28.468
"2992",28.221,28.221,29.29,23.737,28.766,28.568
"2993",28.345,28.369,29.165,20.793,29.09,28.791
"2994",28.518,28.444,26.818,21.342,29.015,28.866
"2995",28.493,28.345,28.543,22.082,28.99,28.468
"2996",28.32,28.196,26.549,26.402,28.692,28.543
"2997",28.295,28.196,27.456,22.082,28.468,28.468
"2998",28.394,28.122,26.867,21.318,28.667,28.543
"2999",28.345,28.072,27.875,20.746,28.543,28.543
"3000",28.369,27.924,26.94,22.585,28.369,28.543
"3001",28.27,27.899,26.867,24.098,28.295,28.444
"3003",28.394,27.998,26.769,24.219,28.468,28.543
"3004",28.147,28.171,27.702,20.627,28.444,28.419
"3005",28.27,28.32,27.456,21.079,28.568,28.468
"3006",28.493,28.419,27.235,23.16,28.667,28.617
"3007",28.468,28.444,27.21,20.936,28.742,28.742
"3008",28.419,28.419,26.72,26.402,28.717,28.692
"3009",28.32,28.32,27.382,21.724,28.593,28.617
"3010",28.221,28.27,25.331,24.219,28.518,28.568
"3011",28.493,28.295,26.769,22.465,28.394,28.468
"3012",28.295,28.245,27.382,25.307,28.369,28.468
"3017",28.444,28.419,28.791,25.89,28.642,28.642
"3018",28.419,28.419,28.791,21.27,28.717,28.667
"3019",28.568,28.444,28.692,21.318,28.866,28.593
"3020",28.468,28.394,28.444,24.074,28.667,28.543
"3021",28.444,28.295,28.345,23.761,28.617,28.617
"3022",28.345,28.295,28.171,24.363,28.692,28.642
"3023",28.444,28.27,28.147,26.5,28.617,28.642
"3024",28.444,28.27,28.171,22.441,28.543,28.617
"3025",28.667,28.221,28.097,26.304,28.568,28.543
"3026",28.642,28.196,28.147,22.657,28.493,28.518
"3027",28.593,28.221,28.221,23.617,28.394,28.493
"3028",28.493,28.245,28.221,23.545,28.543,28.593
"3029",28.345,28.345,28.048,22.872,28.593,28.593
"3030",28.419,28.419,27.998,23.641,28.568,28.543
"3031",28.493,28.468,28.147,24.146,28.543,28.543
"3032",28.493,28.468,27.702,23.857,28.568,28.493
"3033",28.419,28.394,27.801,24.871,28.543,28.518
"3034",28.394,28.419,27.949,24.412,28.568,28.518
"3035",28.568,28.394,28.171,25.016,28.543,28.518
"3036",28.543,28.394,28.097,26.353,28.543,28.543
"3037",28.593,28.394,27.186,26.402,28.493,28.543
"3039",28.642,28.345,28.543,23.064,28.568,28.543
"3040",28.916,28.369,28.717,25.55,28.568,28.593
"3041",28.667,28.444,28.791,24.171,28.617,28.593
"3042",28.468,28.468,28.866,21.079,28.593,28.642
"3043",28.493,28.468,28.891,21.628,28.692,28.642
"3044",28.493,28.468,28.791,21.939,28.692,28.593
"3045",28.345,28.468,28.593,22.369,28.593,28.593
"3046",28.518,28.468,28.419,23.328,28.667,28.593
"3047",28.543,28.444,28.122,21.676,28.642,28.617
"3048",28.518,28.444,28.27,22.369,28.518,28.593
"3049",28.493,28.444,28.072,24.05,28.568,28.593
"3050",28.518,28.444,27.801,23.761,28.593,28.617
"3051",28.593,28.444,27.653,24.532,28.493,28.593
"3052",28.593,28.419,27.727,25.307,28.394,28.593
"3053",28.493,28.419,27.85,25.623,28.568,28.593
"3054",28.444,28.444,27.998,25.065,28.568,28.221
"3055",28.468,28.493,27.998,23.497,28.444,28.097
"3056",28.493,28.493,27.998,23.809,28.543,28.295
"3057",28.518,28.493,27.998,21.604,28.221,28.097
"3058",28.419,28.468,27.974,22.609,28.394,28.27
"3059",28.518,28.444,27.998,24.436,28.468,28.345
"3060",28.468,28.444,28.221,22.537,28.444,28.27
"3061",28.493,28.444,28.543,24.146,28.493,28.32
"3062",28.593,28.444,28.742,23.761,28.444,28.32
"3063",28.667,28.444,28.841,24.968,28.493,28.295
"3064",28.766,28.444,28.866,23.761,28.543,28.295
"3065",28.692,28.444,28.766,24.122,28.27,27.21
"3066",28.493,28.394,28.617,24.002,28.667,27.899
"3067",28.543,28.32,28.493,23.978,28.617,27.751
"3068",28.493,28.27,28.419,22.824,28.419,27.85
"3069",28.866,28.32,28.345,22.729,28.369,27.653
"3070",29.24,28.394,28.27,22.681,28.617,27.653
"3071",29.165,28.369,28.27,23.208,28.642,27.677
"3072",28.766,28.419,28.27,23.352,28.742,28.122
"3073",28.617,28.369,28.295,22.872,28.568,27.899
"3074",29.09,28.345,28.345,23.016,28.468,27.825
"3075",29.14,28.419,28.394,22.441,28.642,27.776
"3076",29.09,28.419,28.369,23.184,28.667,27.974
"3077",28.941,28.394,28.147,21.795,28.766,28.345
"3078",28.667,28.369,28.122,21.581,27.875,27.431
"3079",28.593,27.974,28.097,21.509,27.998,27.825
"3080",28.394,27.899,27.998,21.294,28.072,27.112
"3081",28.543,27.924,28.196,21.223,27.875,27.136
"3082",28.791,27.949,28.32,20.841,28.097,27.186
"3083",28.816,28.023,28.122,20.412,28.617,27.358
"3084",28.841,28.171,28.543,20.579,28.444,27.998
"3085",28.916,28.097,28.816,23.16,28.345,26.842
"3086",28.891,28.048,28.048,19.603,27.505,26.329
"3087",28.965,28.072,28.841,21.843,27.875,27.014
"3088",29.19,28.171,28.99,23.689,28.593,27.333
"3089",28.866,28.171,29.065,22.274,28.841,28.023
"3090",28.891,28.171,29.09,26.231,27.974,26.182
"3091",28.692,27.85,29.09,22.776,27.727,27.333
"3092",27.974,27.431,29.065,22.417,28.171,26.671
"3093",28.642,27.333,29.04,23.256,28.493,27.949
"3094",28.667,27.505,28.99,22.657,28.072,27.038
"3095",28.742,27.653,28.941,23.256,28.147,27.038
"3096",28.965,27.653,28.891,22.848,28.394,27.456
"3097",28.891,27.579,28.791,22.274,28.369,27.481
"3098",28.891,27.554,28.692,23.521,28.345,27.21
"3099",28.916,27.481,28.593,23.28,28.394,27.407
"3100",28.866,27.653,28.518,23.472,28.568,27.358
"3101",28.941,27.85,28.072,23.593,28.543,27.653
"3102",28.965,27.825,27.875,23.376,28.593,27.875
"3103",28.766,27.727,28.048,23.184,27.85,27.382
"3104",28.221,27.407,28.048,22.13,28.097,27.677
"3105",28.295,27.161,27.431,21.915,28.196,27.825
"3106",28.147,27.136,27.899,22.034,28.295,27.998
"3107",29.015,27.407,27.677,22.657,28.221,27.702
"3108",28.816,27.481,28.394,22.633,28.295,27.677
"3109",28.866,27.505,28.072,22.992,28.642,28.072
"3110",28.99,27.53,26.94,24.702,28.27,27.949
"3111",28.593,27.382,26.891,24.267,28.394,28.048
"3112",28.667,27.407,27.653,25.113,28.295,27.628
"3113",28.866,27.554,28.295,26.109,28.791,27.653
"3114",28.841,27.751,28.122,25.234,28.965,28.295
"3115",28.941,27.628,28.072,25.428,28.444,27.751
"3116",28.667,27.727,28.097,25.671,28.147,27.949
"3117",28.419,27.579,27.949,24.267,28.642,28.023
"3118",28.419,27.431,28.023,23.93,28.468,28.097
"3119",28.518,27.53,28.147,24.968,28.369,27.751
"3120",28.791,27.554,28.171,25.283,28.642,27.949
"3121",28.891,27.702,28.147,25.404,28.568,28.072
"3122",28.866,27.825,28.493,22.082,28.642,27.801
"3123",28.891,27.727,28.568,22.321,28.593,27.628
"3124",28.742,27.604,28.617,22.776,28.642,27.899
"3125",29.065,27.801,28.593,21.795,28.692,27.677
"3126",28.99,27.776,28.568,21.199,28.717,27.653
"3127",29.115,27.949,28.543,20.746,28.816,27.751
"3128",29.065,27.974,28.568,21.151,28.295,27.087
"3129",28.617,27.949,28.568,20.46,27.998,27.063
"3130",28.419,27.653,28.593,20.531,28.245,27.235
"3131",28.667,27.702,28.692,20.555,28.518,27.825
"3132",28.742,27.825,28.941,20.103,28.518,27.998
"3133",28.916,27.949,28.965,21.485,28.493,27.974
"3134",28.965,27.949,29.09,20.746,28.593,27.112
"3135",28.965,27.85,28.891,21.604,28.667,26.916
"3136",28.518,27.825,28.642,21.199,28.468,27.579
"3137",28.941,27.776,29.015,20.841,29.515,27.456
"3138",29.265,27.949,28.99,21.867,28.295,27.136
"3139",29.165,27.924,28.742,25.744,29.315,27.702
"3140",28.941,27.924,28.543,21.676,28.866,26.867
"3141",29.19,27.85,28.394,22.034,27.259,26.353
"3142",28.543,27.456,28.245,22.513,28.023,25.939
"3143",28.419,27.284,28.394,22.154,28.122,26.549
"3144",28.766,27.358,28.27,21.819,28.593,26.965
"3145",28.965,27.456,28.32,23.497,28.568,26.891
"3146",29.09,27.505,28.345,22.92,28.493,27.038
"3147",28.99,27.481,28.048,23.064,28.518,26.109
"3148",28.941,27.358,28.493,22.513,28.568,26.5
"3149",28.543,27.259,28.468,22.034,28.617,26.916
"3150",28.866,27.407,28.468,21.963,28.617,27.284
"3151",29.015,27.431,28.493,23.208,28.593,27.554
"3152",29.14,27.333,28.468,21.628,28.841,26.426
"3153",29.165,27.308,28.493,22.321,28.941,26.182
"3154",28.369,27.014,28.593,21.175,27.284,26.061
"3155",29.015,26.72,28.568,21.437,27.751,26.867
"3156",28.816,26.573,28.593,23.064,28.766,26.256
"3157",28.766,26.744,28.568,21.056,28.667,26.182
"3158",29.015,26.965,28.667,23.689,28.419,26.916
"3159",28.99,26.989,28.717,20.507,28.444,26.036
"3160",28.99,26.989,28.841,21.987,28.916,25.963
"3161",28.941,27.063,28.941,23.04,28.916,26.012
"3162",29.34,27.21,28.916,22.992,29.79,26.402
"3163",29.34,27.407,28.941,21.652,29.515,26.867
"3164",28.99,27.308,28.965,22.058,29.09,26.622
"3165",29.065,27.112,28.941,23.136,28.816,25.768
"3166",28.742,27.063,28.916,21.461,26.598,25.501
"3167",28.866,26.524,28.891,22.202,26.744,25.744
"3168",28.543,26.402,28.941,22.848,27.456,26.329
"3169",28.171,26.451,29.015,21.342,27.579,26.524
"3170",28.742,26.475,29.04,21.246,28.816,26.109
"3171",28.692,26.524,29.09,20.865,28.147,26.182
"3172",28.742,26.378,29.115,21.748,28.245,26.012
"3173",28.791,26.353,29.14,20.388,28.221,26.207
"3174",28.766,26.402,29.065,20.77,28.916,26.134
"3175",29.015,26.451,29.04,20.984,28.766,26.695
"3176",28.965,26.622,28.667,23.232,28.568,27.85
"3177",28.99,26.72,28.617,20.865,28.717,25.987
"3178",28.866,26.867,29.14,20.627,27.949,26.012
"3179",27.875,26.598,29.09,22.011,27.014,25.987
"3180",28.617,26.085,29.19,22.106,27.825,26.061
"3181",28.543,25.939,29.24,20.46,28.048,26.231
"3182",28.171,26.109,29.439,20.15,28.667,26.231
"3183",28.468,26.426,29.54,22.369,28.568,26.231
"3184",28.791,26.598,29.59,21.652,28.245,26.231
"3185",29.29,26.5,29.59,22.25,28.791,26.061
"3186",29.24,26.451,29.59,22.657,29.215,26.158
"3187",29.09,26.549,29.54,21.819,28.072,25.987
"3188",29.365,26.549,29.49,21.628,28.866,26.378
"3189",29.24,26.891,29.439,24.871,29.015,26.231
"3190",29.24,26.671,29.389,24.653,27.579,25.89
"3191",28.345,26.72,29.265,23.545,27.949,26.134
"3192",28.196,26.231,28.766,24.002,28.221,26.622
"3193",28.171,26.231,27.677,24.581,28.99,27.333
"3194",27.579,26.256,28.097,21.032,29.165,28.048
"3195",28.048,26.524,27.924,23.136,29.24,27.087
"3196",28.245,26.622,27.505,24.339,29.165,27.284
"3197",28.394,26.451,28.419,23.545,28.742,27.604
"3198",28.642,26.524,28.518,23.4,27.53,26.5
"3199",28.667,26.475,28.147,23.208,28.048,26.695
"3200",28.965,26.818,28.27,23.304,28.419,26.744
"3201",28.941,26.842,28.295,23.376,28.394,27.186
"3202",28.99,26.793,27.333,23.809,28.32,27.259
"3203",28.742,27.554,26.402,24.05,27.579,27.112
"3204",27.899,26.867,27.604,22.824,28.518,27.456
"3205",28.394,26.646,27.136,23.761,28.419,27.554
"3206",28.295,26.72,25.89,23.521,28.941,27.949
"3207",28.221,26.842,28.345,23.088,29.115,27.53
"3208",28.717,27.358,27.53,23.28,28.766,27.751
"3209",29.09,27.505,27.431,24.002,28.27,27.235
"3210",29.14,27.358,27.604,24.339,27.776,27.186
"3211",28.916,27.431,28.097,23.256,28.221,27.186
"3212",29.09,27.112,28.394,24.291,28.072,27.284
"3213",29.19,27.751,26.402,24.243,28.369,27.259
"3214",29.29,27.505,27.604,22.13,28.642,27.727
"3215",29.14,27.456,27.628,24.605,28.468,27.259
"3216",28.742,27.628,25.793,24.847,28.072,27.801
"3217",28.369,27.161,26.182,25.065,28.419,27.899
"3218",28.518,27.235,26.842,24.557,28.32,27.653
"3219",28.245,27.407,27.358,24.823,28.221,27.85
"3220",28.345,27.481,27.358,25.939,28.147,28.196
"3221",28.419,27.604,27.456,25.793,28.171,27.727
"3222",28.543,27.801,27.554,25.55,28.171,27.776
"3223",28.717,27.677,27.628,26.109,28.023,27.801
"3224",28.841,27.456,27.53,26.036,28.097,27.653
"3225",29.015,27.579,27.702,25.234,28.147,27.628
"3226",29.015,27.653,27.751,25.501,28.394,27.825
"3227",29.015,27.776,27.801,25.477,28.221,27.53
"3228",28.891,27.899,27.776,25.21,27.924,27.727
"3229",28.444,27.653,27.751,24.774,27.85,27.727
"3230",28.245,27.604,27.702,23.088,27.85,27.702
"3231",28.147,27.702,27.801,22.298,28.295,27.677
"3232",28.369,27.677,27.899,24.002,28.048,27.702
"3233",28.866,27.751,27.825,22.489,28.841,27.801
"3234",29.015,27.85,28.048,22.872,28.518,27.751
"3235",28.791,28.048,28.048,23.256,28.171,27.85
"3236",28.791,27.974,28.171,23.16,28.369,27.751
"3237",29.09,27.974,28.295,24.074,28.072,27.776
"3238",29.265,27.776,28.245,24.05,28.444,27.825
"3239",29.29,27.751,27.974,23.4,28.891,27.998
"3240",29.215,27.949,27.924,23.112,27.974,27.653
"3241",28.99,27.825,27.801,23.304,27.949,27.284
"3242",28.468,27.801,27.702,22.561,27.727,27.161
"3243",28.196,27.85,27.677,22.872,28.072,26.891
"3244",28.147,27.801,27.727,22.633,27.85,27.161
"3245",28.097,27.801,27.751,22.226,27.974,26.94
"3246",28.617,27.875,27.751,21.724,28.048,26.965
"3247",28.866,27.949,27.751,21.008,27.85,27.112
"3248",28.717,27.949,27.677,22.154,28.147,27.235
"3249",28.891,27.949,27.407,22.705,28.023,27.456
"3250",28.965,27.949,27.259,22.609,28.493,27.85
"3251",29.04,27.924,27.407,23.761,28.394,27.505
"3252",29.04,28.147,27.038,23.232,28.444,27.063
"3253",28.444,27.604,27.21,24.098,27.702,26.842
"3254",28.171,27.604,27.358,22.393,27.481,26.818
"3255",27.974,27.505,27.308,22.274,27.505,26.891
"3256",27.974,27.382,27.087,22.082,27.579,27.087
"3257",28.345,27.456,26.867,22.345,27.456,26.867
"3258",28.742,27.604,26.524,21.963,27.998,27.087
"3259",29.04,27.702,26.646,21.748,27.899,27.21
"3260",29.19,27.727,26.818,22.92,28.444,27.186
"3261",29.065,27.677,26.94,22.465,28.295,27.308
"3262",29.015,27.875,27.063,22.417,28.468,27.579
"3263",29.115,27.801,27.235,23.016,28.667,28.048
"3264",29.115,28.171,27.308,23.689,28.568,25.987
"3265",28.468,27.628,27.284,21.437,27.554,26.061
"3266",28.245,27.579,27.21,22.681,27.554,26.231
"3267",28.023,27.161,27.21,21.843,27.579,25.793
"3268",27.85,26.646,27.112,22.585,27.53,24.944
"3269",27.358,26.598,27.087,22.729,27.604,25.355
"3270",28.023,26.818,27.112,24.291,27.653,25.283
"3271",28.345,27.112,27.063,22.657,27.014,25.21
"3272",28.791,27.21,26.965,21.509,27.702,25.817
"3273",28.593,27.481,26.622,19.77,27.579,26.012
"3274",28.717,27.382,26.695,21.413,27.974,26.549
"3275",28.841,27.382,26.744,22.369,27.998,26.94
"3276",28.941,27.727,26.818,23.112,28.048,25.793
"3277",28.072,26.72,27.063,21.819,26.451,25.307
"3278",27.875,26.72,26.891,20.46,26.695,25.477
"3279",27.456,26.158,26.818,18.794,27.505,26.304
"3280",27.063,25.914,27.554,19.365,27.087,26.231
"3281",27.284,25.987,27.604,18.794,26.965,26.671
"3282",28.221,26.451,27.579,19.436,27.677,26.036
"3283",28.245,26.867,27.677,19.175,27.112,26.304
"3284",28.369,27.628,27.751,21.509,27.014,25.914
"3285",28.593,27.801,27.751,22.106,27.014,26.061
"3286",28.667,26.965,27.653,19.484,27.284,26.353
"3287",28.816,27.063,27.554,20.079,28.221,26.695
"3288",28.941,27.308,27.382,21.079,28.147,26.109
"3289",28.742,26.989,27.407,21.318,27.259,25.162
"3290",28.468,26.622,27.456,20.531,27.112,25.744
"3291",27.702,26.353,27.505,20.341,26.524,23.785
"3292",27.161,25.866,27.554,22.25,26.109,23.689
"3293",26.744,25.841,27.53,19.793,26.061,24.026
"3294",26.671,25.963,27.481,19.817,27.161,24.605
"3295",27.628,26.207,27.431,18.937,26.793,24.532
"3296",28.147,26.475,27.382,18.747,26.769,24.968
"3297",28.221,26.475,27.358,18.961,26.695,25.137
"3298",28.444,26.426,27.284,18.699,27.407,25.89
"3299",28.345,26.426,27.407,20.555,27.358,26.5
"3300",28.617,26.671,27.407,18.747,27.456,25.234
"3301",28.568,26.671,27.456,19.151,27.727,24.339
"3302",27.604,25.768,27.727,18.057,26.329,24.315
"3303",27.136,25.623,27.063,18.105,25.987,24.726
"3304",26.573,25.501,27.579,18.913,25.939,23.881
"3305",26.989,25.258,27.21,18.152,25.647,24.871
"3306",26.867,25.55,27.505,18.889,26.622,25.089
"3307",27.456,26.451,27.554,18.366,27.014,25.065
"3308",28.023,26.061,27.456,18.414,26.671,25.162
"3309",28.295,26.109,27.456,19.318,26.524,25.38
"3310",28.568,26.134,27.358,19.27,26.622,25.695
"3311",28.593,26.426,27.308,18.39,27.702,26.451
"3312",28.642,26.744,27.259,18.247,27.456,25.453
"3313",28.617,26.134,27.186,19.103,27.407,24.895
"3314",28.171,26.061,27.136,18.224,26.134,24.75
"3315",27.259,25.963,27.259,19.199,26.231,25.065
"3316",26.94,25.574,27.358,17.986,25.016,23.448
"3317",26.426,25.258,27.358,18.604,25.525,22.729
"3318",26.304,25.234,27.308,18.533,25.307,23.28
"3319",26.867,25.355,27.21,18.01,25.939,23.545
"3320",27.801,25.671,27.21,18.604,26.378,24.171
"3321",28.097,25.914,27.186,21.127,26.818,24.774
"3322",28.171,25.841,26.916,20.341,26.891,24.944
"3323",28.245,25.623,27.235,21.079,26.72,25.234
"3324",28.32,25.866,26.891,18.224,26.989,25.501
"3325",28.444,26.085,26.867,18.057,27.087,24.484
"3326",27.259,25.186,26.989,17.796,25.55,23.328
"3327",26.891,25.307,27.014,18.01,25.963,24.219
"3328",26.744,24.798,26.916,17.605,25.841,24.122
"3329",26.598,24.195,26.426,17.415,25.647,23.352
"3330",25.939,24.339,26.72,17.51,26.256,24.774
"3331",27.407,24.557,26.769,17.368,26.475,24.508
"3332",28.072,24.968,26.72,17.32,25.671,24.653
"3333",27.677,25.113,26.671,17.51,26.353,24.605
"3334",28.245,25.258,26.646,17.843,26.402,24.75
"3335",28.171,26.28,26.646,17.629,26.671,25.089
"3336",28.072,25.501,26.72,17.558,26.989,25.331
"3337",28.369,25.355,26.72,21.437,27.431,24.46
"3338",28.171,25.89,26.867,19.888,27.702,22.824
"3339",27.358,24.895,27.087,18.39,25.04,21.891
"3340",26.28,24.702,27.358,19.246,25.21,22.106
"3341",25.768,23.641,27.431,19.127,24.919,21.604
"3342",25.623,23.136,27.407,20.031,25.186,22.8
"3343",25.21,23.16,27.358,19.08,25.258,22.441
"3344",26.916,23.737,27.186,18.794,25.72,22.274
"3345",26.793,24.484,27.014,18.794,25.016,22.705
"3346",27.284,24.653,26.646,18.366,25.355,22.992
"3347",27.677,24.315,26.475,18.39,26.134,24.195
"3348",27.801,24.677,26.451,18.033,26.353,23.881
"3349",27.727,24.726,26.304,17.986,26.134,23.665
"3350",27.456,24.944,26.426,18.01,26.402,23.689
"3351",26.744,23.497,26.622,18.129,25.258,23.665
"3352",25.817,23.978,26.744,17.724,26.378,24.171
"3353",25.598,23.569,26.72,19.032,27.579,25.793
"3354",25.623,23.689,26.598,21.939,26.891,26.109
"3355",25.939,24.05,26.598,17.558,27.235,24.798
"3356",26.524,24.629,26.744,17.819,25.817,24.46
"3357",27.112,24.315,26.842,17.796,26.28,24.195
"3358",27.087,24.508,26.867,18.557,25.939,24.436
"3359",27.333,24.171,26.891,18.295,26.524,24.605
"3360",27.554,25.841,26.842,18.699,26.891,25.501
"3361",27.554,24.702,26.916,17.629,26.451,25.283
