"registro","bridge5m","bridge20m","rasa5m","rasa20m","laje5m","laje20m"
"1861",20.079,17.368,19.413,16.558,17.891,17.32
"1862",19.698,16.701,19.651,16.606,17.605,17.439
"1863",18.771,16.939,19.698,16.654,17.843,17.605
"1864",19.318,16.915,19.698,16.701,18.485,17.605
"1865",18.842,17.058,19.508,16.844,18.652,17.796
"1866",20.507,17.439,19.46,16.654,19.032,17.701
"1867",20.627,17.32,19.46,16.773,17.867,17.51
"1868",21.032,17.011,19.46,16.939,18.129,17.32
"1869",21.032,17.819,18.937,17.724,19.199,17.296
"1870",22.082,17.558,19.008,17.677,18.985,17.177
"1871",21.772,17.701,19.318,17.962,19.532,17.32
"1872",21.676,17.463,18.58,18.033,19.793,17.724
"1873",21.079,17.201,18.39,17.249,18.414,17.415
"1874",20.555,17.368,18.39,17.011,18.842,18.224
"1875",18.224,17.391,18.913,16.963,18.509,17.938
"1876",18.366,17.51,18.533,16.344,18.438,18.081
"1877",18.557,17.629,18.913,16.534,18.747,18.319
"1878",18.343,17.582,19.722,16.439,18.794,18.39
"1879",20.46,17.891,19.793,16.487,18.628,18.438
"1880",21.056,17.819,20.007,16.558,18.533,18.438
"1881",22.417,17.51,19.888,16.511,18.723,18.224
"1882",21.27,17.463,19.96,16.63,19.127,18.271
"1883",22.034,17.701,20.103,16.773,19.246,18.604
"1884",21.939,18.033,20.126,16.344,19.817,18.889
"1885",21.509,17.938,20.317,16.439,20.293,18.176
"1886",20.365,17.986,20.222,16.082,18.675,18.485
"1887",19.865,17.891,20.412,16.415,18.461,18.343
"1888",18.509,18.01,20.198,16.415,20.079,18.485
"1889",18.699,18.033,20.174,16.606,19.27,18.747
"1890",20.913,18.033,20.055,16.392,18.628,18.485
"1891",21.342,18.366,19.912,16.32,18.937,18.675
"1892",21.437,18.176,19.651,16.344,19.103,18.58
"1893",22.513,17.867,19.484,16.272,18.937,18.39
"1894",23.472,18.438,19.318,16.534,20.126,18.295
"1895",23.569,18.224,19.199,16.272,20.246,18.271
"1896",23.617,18.461,18.961,16.511,19.936,18.58
"1897",22.609,18.271,18.794,16.654,20.388,18.39
"1898",22.393,18.176,18.794,16.63,19.222,18.913
"1899",21.032,18.366,18.747,17.344,19.175,18.771
"1900",20.103,18.39,18.818,16.129,18.842,18.699
"1901",19.603,18.771,18.771,16.677,19.032,18.699
"1902",19.508,18.723,18.271,16.582,19.246,18.343
"1903",21.175,18.58,18.033,16.487,19.08,18.557
"1904",21.628,18.675,18.224,16.82,19.555,18.771
"1905",21.7,18.723,17.867,16.868,19.865,18.723
"1906",22.657,18.438,18.699,16.368,19.841,18.961
"1907",22.25,18.533,18.675,15.796,20.079,19.555
"1908",22.489,18.699,19.056,15.605,20.388,18.937
"1909",22.561,18.58,18.937,15.652,20.507,19.056
"1910",21.939,19.056,19.246,15.581,21.127,18.699
"1911",20.365,18.652,19.246,15.557,19.27,18.224
"1912",20.365,18.889,18.414,15.7,19.246,18.247
"1913",19.222,18.842,18.747,16.153,20.055,18.414
"1914",20.15,18.866,19.032,16.129,19.318,17.962
"1915",21.795,18.889,19.199,15.748,20.055,18.247
"1916",22.369,18.889,19.27,15.724,19.484,18.438
"1917",22.369,18.699,19.032,15.342,19.936,18.58
"1918",22.034,18.747,18.913,15.342,19.674,18.771
"1919",22.345,19.032,18.675,15.366,20.341,18.985
"1920",23.328,18.961,18.224,15.318,20.555,19.151
"1921",23.569,19.056,18.081,15.7,20.913,18.913
"1922",22.681,18.866,18.033,15.986,20.722,18.604
"1923",21.342,18.913,18.057,15.175,19.389,17.938
"1924",20.674,19.008,18.224,15.175,19.46,17.534
"1925",19.984,18.866,18.224,15.366,18.628,17.724
"1926",19.698,18.699,17.605,15.652,19.008,16.987
"1927",19.817,18.723,17.843,15.772,19.056,17.986
"1928",22.058,18.794,17.986,15.438,19.032,17.368
"1929",22.537,19.056,17.701,15.175,19.46,17.701
"1930",21.843,19.008,17.629,15.366,19.46,18.105
"1931",22.178,18.961,18.224,15.294,20.46,19.175
"1932",22.968,19.008,17.819,15.175,20.507,18.2
"1933",22.417,19.199,16.701,15.175,20.698,18.01
"1934",21.032,19.27,16.677,15.199,20.746,17.034
"1935",21.127,18.509,18.057,15.318,20.484,16.749
"1936",19.96,18.271,18.152,15.079,17.653,16.082
"1937",19.722,18.224,18.842,15.079,17.867,15.891
"1938",19.175,17.796,18.628,15.127,18.224,15.796
"1939",20.531,18.152,18.271,15.461,19.508,16.63
"1940",21.628,18.533,17.701,15.199,18.58,16.963
"1941",22.393,18.604,16.606,15.461,18.58,17.201
"1942",22.657,18.271,16.844,15.294,18.818,17.153
"1943",23.497,18.58,16.749,15.223,20.96,18.295
"1944",22.657,18.723,18.271,15.247,20.388,17.296
"1945",22.441,18.937,17.748,15.079,20.96,17.082
"1946",22.058,18.723,17.582,15.27,21.437,17.344
"1947",22.513,18.771,16.915,15.199,21.461,16.225
"1948",20.746,18.01,16.915,15.127,17.867,16.701
"1949",20.436,17.582,16.582,14.984,17.867,16.677
"1950",19.555,17.249,17.058,14.984,18.247,16.106
"1951",19.127,17.011,17.225,15.031,17.843,16.082
"1952",20.936,17.034,17.296,14.984,19.27,16.654
"1953",22.226,17.796,16.463,15.151,18.366,16.892
"1954",21.915,17.605,16.439,15.223,19.127,16.939
"1955",22.393,17.582,16.249,15.175,20.15,18.414
"1956",23.064,17.748,15.748,15.151,20.388,16.796
"1957",22.202,17.772,15.676,15.127,20.96,17.13
"1958",20.841,17.653,15.724,15.055,20.817,16.773
"1959",21.151,17.677,15.676,14.984,20.865,16.439
"1960",20.674,17.153,15.986,15.031,18.105,16.487
"1961",18.937,17.177,15.318,15.055,17.486,16.272
"1962",19.151,17.082,16.725,15.008,17.368,15.867
"1963",20.007,17.058,16.868,14.888,17.962,16.082
"1964",20.365,17.177,16.892,14.864,20.007,16.177
"1965",21.056,17.391,17.344,14.912,17.653,16.272
"1966",22.657,17.415,17.629,14.984,18.557,16.534
"1967",22.441,17.225,17.605,14.912,18.699,16.677
"1968",22.178,17.534,17.605,14.936,20.793,17.915
"1969",23.112,17.986,17.32,14.912,20.746,16.511
"1970",22.729,17.629,17.653,14.912,20.627,16.558
"1971",21.366,17.558,18.01,14.912,20.555,16.368
"1972",21.581,17.534,18.271,14.912,20.77,15.772
"1973",19.698,17.177,17.558,14.912,17.082,16.058
"1974",19.579,16.987,18.485,14.888,18.2,16.034
"1975",18.58,16.701,16.987,14.864,17.034,15.724
"1976",19.294,16.582,16.415,14.864,18.747,16.749
"1977",22.417,16.939,17.13,14.864,18.889,15.963
"1978",21.772,17.082,16.701,14.864,17.819,15.986
"1979",22.968,17.225,17.32,14.864,18.461,16.749
"1980",23.232,17.034,16.344,14.864,20.603,16.868
"1981",22.561,17.249,17.724,14.888,20.603,16.344
"1982",21.604,17.13,16.058,14.84,20.603,16.201
"1983",19.96,17.106,15.605,14.864,20.674,15.963
"1984",20.65,16.915,15.939,14.888,20.698,15.605
"1985",20.46,16.487,17.51,14.888,17.748,15.724
"1986",19.032,16.534,18.01,14.864,16.439,15.796
"1987",18.961,16.368,17.605,14.864,16.939,15.39
"1988",18.937,16.487,17.368,14.912,17.986,16.106
"1989",20.531,16.606,16.796,14.936,19.008,15.652
"1990",22.034,16.534,17.415,14.912,17.938,15.605
"1991",21.891,16.463,17.058,14.936,17.582,16.058
"1992",21.533,16.892,16.749,14.912,20.746,16.915
"1993",22.585,17.082,16.439,14.864,20.603,16.106
"1994",21.127,16.725,17.201,14.912,21.246,16.153
"1995",21.103,16.915,16.892,14.888,20.841,16.106
"1996",21.581,17.106,18.01,14.984,20.722,15.7
"1997",21.724,16.463,18.224,14.864,17.058,15.724
"1998",19.27,16.272,18.247,14.888,17.058,15.676
"1999",18.747,16.225,18.39,14.816,16.677,15.533
"2000",19.27,16.058,17.463,14.84,16.773,15.27
"2001",19.793,16.153,17.439,14.816,19.984,15.7
"2002",20.555,16.272,18.176,14.792,18.224,15.557
"2003",22.776,16.296,16.749,14.816,17.891,16.344
"2004",22.034,16.272,17.225,14.84,19.508,16.987
"2005",22.776,16.32,17.272,14.84,19.936,15.867
"2006",20.913,16.32,16.749,14.864,20.198,15.724
"2007",20.317,16.344,16.868,14.936,20.507,15.772
"2008",20.722,16.344,16.082,14.816,20.484,15.796
"2009",20.555,16.32,16.606,14.792,20.103,15.461
"2010",19.341,16.034,16.153,14.768,16.463,15.509
"2011",18.675,15.843,16.177,14.768,16.892,15.318
"2012",18.723,15.915,17.629,14.792,18.866,15.27
"2013",20.317,15.915,17.51,14.888,19.151,15.963
"2014",22.561,16.272,17.391,14.912,18.723,15.485
"2015",20.603,15.986,17.225,14.864,17.867,15.652
"2016",21.461,16.153,18.152,14.84,20.627,15.796
"2017",22.561,16.296,17.582,14.816,20.031,16.392
"2018",21.843,16.511,18.01,14.792,19.555,15.939
"2019",20.77,16.439,18.818,14.792,20.031,15.796
"2020",20.865,16.392,18.913,14.768,19.793,15.796
"2021",20.65,16.439,18.414,14.768,20.627,15.509
"2022",20.269,16.177,17.32,14.768,20.841,15.748
"2023",17.986,15.963,16.749,14.792,16.558,15.438
"2024",18.271,15.867,16.939,14.816,16.153,15.581
"2025",19.175,15.915,17.724,14.792,18.557,16.01
"2026",20.198,15.891,16.225,14.816,19.865,15.629
"2027",19.603,15.986,16.773,14.816,18.652,15.676
"2028",21.604,16.129,17.368,14.888,20.841,16.582
"2029",22.13,16.201,17.891,15.796,20.365,16.058
"2030",20.388,16.082,18.081,15.247,18.295,15.891
"2031",20.531,15.986,18.366,15.031,20.388,15.796
"2032",20.293,16.153,18.271,14.745,19.865,15.796
"2033",20.317,15.986,17.915,14.745,19.984,15.796
"2034",20.198,16.01,18.224,14.745,19.222,15.461
"2035",19.793,16.01,18.366,14.745,18.2,15.676
"2036",19.127,15.724,18.557,14.721,16.32,15.652
"2037",19.627,15.772,18.794,14.745,18.39,15.676
"2038",20.007,15.843,17.796,15.175,19.912,15.843
"2039",21.103,15.915,17.938,15.318,18.057,15.652
"2040",21.39,15.963,17.415,15.605,22.202,15.796
"2041",22.011,16.01,17.891,14.816,19.817,15.867
"2042",21.175,16.034,17.915,14.84,19.651,16.034
"2043",20.889,16.129,17.915,14.864,19.199,16.177
"2044",20.603,16.058,17.891,14.864,20.698,16.701
"2045",21.056,16.082,17.486,14.816,20.007,16.225
"2046",20.65,16.272,17.272,14.768,19.389,15.605
"2047",19.579,16.01,17.415,14.84,19.318,15.724
"2048",19.651,15.819,17.677,14.768,16.915,16.01
"2049",18.747,15.7,17.605,14.768,18.01,16.392
"2050",18.723,15.748,17.439,15.031,20.198,16.344
"2051",18.889,15.772,17.13,15.055,20.246,16.201
"2052",21.151,15.819,17.082,14.936,19.389,16.677
"2053",22.13,15.986,17.344,14.84,20.579,16.32
"2054",22.082,15.963,18.818,15.557,20.913,16.225
"2055",20.436,16.082,19.698,14.912,20.507,16.153
"2056",21.604,15.963,19.318,15.509,20.388,16.034
"2057",21.294,15.843,19.27,15.7,20.722,15.891
"2058",20.77,15.939,19.532,15.557,21.079,15.939
"2059",19.46,16.01,19.532,15.127,17.891,15.748
"2060",19.365,15.986,19.318,14.936,18.675,16.01
"2061",19.341,15.939,19.103,14.984,18.152,15.891
"2062",18.723,16.034,18.319,14.984,19.294,17.106
"2063",20.15,16.01,19.199,15.103,19.508,16.129
"2064",19.698,16.106,19.246,14.984,20.15,16.01
"2065",19.484,16.177,19.698,14.912,20.507,16.01
"2066",19.722,16.177,19.698,15.27,19.508,15.986
"2067",20.031,16.153,19.674,14.96,18.557,15.939
"2068",19.817,16.249,19.841,15.27,19.127,15.915
"2069",20.388,16.368,18.461,15.127,20.341,15.867
"2070",20.674,16.106,19.246,16.32,19.056,16.701
"2071",19.746,16.439,17.915,16.106,18.842,15.915
"2072",18.889,16.272,18.105,15.629,17.368,16.082
"2073",19.484,16.034,18.675,14.96,20.793,17.653
"2074",19.246,15.915,18.985,15.103,20.603,18.01
"2075",18.176,15.891,19.151,15.366,20.793,16.32
"2076",19.96,15.986,18.675,15.986,20.913,17.011
"2077",20.412,16.034,19.936,16.01,20.412,16.415
"2078",21.127,16.153,20.793,15.39,19.96,16.272
"2079",20.96,16.439,20.269,15.461,19.698,16.32
"2080",21.557,16.725,20.722,15.7,20.222,16.201
"2081",21.963,16.915,21.103,15.652,20.722,16.272
"2082",21.581,16.606,21.318,15.915,20.674,17.13
"2083",20.841,16.511,21.485,15.652,20.555,16.296
"2084",20.198,16.368,21.724,15.175,21.39,16.511
"2085",18.961,16.249,21.891,15.772,20.698,17.296
"2086",20.007,16.368,22.034,15.247,21.795,17.51
"2087",20.174,16.296,22.082,16.249,21.987,17.344
"2088",19.984,16.415,20.103,16.463,21.939,17.249
"2089",20.436,17.058,20.246,14.936,20.579,17.582
"2090",21.008,16.534,21.461,15.318,20.507,16.654
"2091",21.032,16.606,20.698,15.055,20.531,16.868
"2092",21.437,17.106,19.77,16.63,21.032,16.773
"2093",22.489,17.629,21.175,17.177,20.722,16.534
"2094",22.369,17.701,21.485,15.843,20.936,16.987
"2095",22.274,17.177,21.437,17.391,20.746,17.962
"2096",22.082,17.962,21.199,19.865,20.865,16.654
"2097",20.817,16.82,21.079,17.249,20.15,17.463
"2098",20.269,16.487,20.841,16.511,22.011,18.224
"2099",20.388,16.63,21.939,16.368,22.345,19.532
"2100",20.603,16.773,22.178,17.605,22.489,18.39
"2101",21.175,17.368,21.437,17.463,21.533,17.986
"2102",21.223,17.938,22.178,15.509,21.795,18.105
"2103",22.154,17.843,22.489,15.939,21.127,17.177
"2104",22.058,18.39,20.555,16.892,21.772,18.39
"2105",22.92,18.58,22.106,15.318,22.393,18.176
"2106",22.417,18.152,22.513,15.676,22.082,17.391
"2107",22.609,17.249,19.888,17.558,22.274,18.224
"2108",21.413,17.034,22.321,15.629,22.226,17.272
"2109",21.39,16.844,22.561,15.366,22.034,17.891
"2110",21.413,16.773,22.441,16.773,21.891,19.127
"2111",20.936,16.82,22.824,16.106,22.489,19.984
"2112",21.437,16.82,22.657,17.891,22.465,19.318
"2113",21.437,17.605,22.705,17.486,22.417,19.508
"2114",21.939,17.748,21.557,18.057,22.178,19.341
"2115",22.082,17.058,21.437,16.82,21.891,17.819
"2116",22.321,17.534,21.939,18.01,21.867,17.724
"2117",22.992,17.915,22.011,17.272,22.058,18.723
"2118",23.424,18.176,21.724,17.249,21.127,18.081
"2119",23.016,18.889,22.274,17.486,21.628,18.794
"2120",23.064,18.794,22.441,16.249,21.342,20.126
"2121",23.16,19.651,21.676,18.58,22.034,18.152
"2122",22.034,19.08,21.581,17.439,20.293,19.056
"2123",21.7,17.772,21.461,17.201,22.705,19.056
"2124",21.199,17.724,21.748,17.153,22.369,20.15
"2125",21.7,18.224,22.274,15.796,22.8,20.222
"2126",21.772,18.461,21.795,18.842,22.226,19.246
"2127",22.298,19.389,21.318,15.509,22.417,19.579
"2128",23.593,19.127,21.246,17.034,22.753,18.39
"2129",23.376,18.652,21.27,15.438,20.793,18.129
"2130",23.208,18.913,21.246,15.461,21.557,18.343
"2131",23.256,18.937,21.318,15.652,21.676,18.913
"2132",23.905,18.39,21.461,15.724,21.867,19.793
"2133",23.857,17.32,21.485,15.605,22.13,18.913
"2134",22.154,17.439,21.342,15.676,21.318,19.722
"2135",22.178,18.152,21.175,15.151,22.657,19.888
"2136",22.082,18.675,21.079,16.129,22.321,20.722
"2137",21.724,18.699,21.151,15.939,22.369,20.865
"2138",21.676,18.699,21.246,15.891,22.369,20.365
"2139",22.202,18.818,21.318,15.7,22.321,20.746
"2140",22.92,18.771,21.461,16.296,21.963,19.27
"2141",22.824,18.247,21.437,16.677,20.865,18.794
"2142",23.737,18.628,21.437,16.01,21.175,19.222
"2143",23.545,19.294,21.461,15.819,22.345,19.77
"2144",24.002,19.46,21.509,16.32,22.274,20.913
"2145",24.05,19.294,21.557,15.7,22.465,21.652
"2146",23.785,19.603,21.7,15.796,22.393,20.031
"2147",22.753,19.008,21.915,15.939,21.27,19.817
"2148",22.489,19.222,22.25,16.249,20.889,19.651
"2149",22.417,19.175,22.753,16.201,21.246,19.722
"2150",22.011,19.698,22.753,16.749,21.27,19.484
"2151",22.633,19.912,22.776,15.891,22.202,20.46
"2152",23.04,20.269,22.896,16.058,23.328,19.817
"2153",24.002,20.531,22.968,16.796,22.609,19.912
"2154",23.93,19.484,22.944,16.582,23.545,19.674
"2155",23.376,19.603,22.968,17.011,22.944,19.413
"2156",24.171,19.508,22.944,17.368,21.342,19.698
"2157",24.026,19.08,22.944,16.677,23.376,20.317
"2158",23.28,18.366,23.016,17.082,22.705,19.413
"2159",22.274,18.723,23.16,16.368,21.175,19.318
"2160",22.058,19.508,23.232,17.391,21.843,19.817
"2161",20.77,19.579,23.28,17.296,21.939,19.246
"2162",21.175,19.651,23.28,16.82,22.537,19.413
"2163",21.103,19.817,23.28,16.701,21.652,19.413
"2164",21.891,19.722,23.304,15.7,22.585,19.436
"2165",23.424,19.865,23.04,16.844,21.223,19.127
"2166",23.737,19.436,23.064,15.796,20.746,19.436
"2167",23.833,19.389,23.064,16.129,20.865,19.603
"2168",23.713,19.77,23.088,16.892,21.103,19.793
"2169",23.978,20.269,23.112,15.963,21.843,20.031
"2170",24.315,19.888,23.184,15.629,21.581,20.841
"2171",23.184,20.531,23.304,15.485,21.628,19.127
"2172",21.891,19.841,23.472,15.342,21.676,19.318
"2173",21.246,19.912,23.497,15.27,22.034,19.389
"2174",22.25,20.031,22.729,15.39,21.604,19.603
"2175",21.366,20.103,23.545,15.318,22.489,20.46
"2176",22.154,20.293,23.737,15.199,22.585,20.103
"2177",22.681,20.817,23.4,15.151,21.748,19.817
"2178",23.208,20.246,23.689,15.151,21.294,19.984
"2179",23.472,20.174,23.713,15.127,21.127,20.126
"2180",23.833,20.46,23.761,15.843,21.199,20.317
"2181",23.593,20.603,23.521,15.796,22.034,20.46
"2182",23.761,20.174,23.497,15.772,22.896,21.294
"2183",23.689,20.198,23.545,15.318,21.103,19.365
"2184",22.345,20.365,23.328,15.843,22.058,19.246
"2185",21.199,20.507,22.154,16.415,23.569,20.15
"2186",21.437,20.531,21.7,16.272,21.652,18.961
"2187",21.963,20.531,21.963,15.867,21.509,19.603
"2188",21.795,20.817,22.082,15.748,21.7,19.674
"2189",21.963,20.746,22.8,15.605,22.034,19.579
"2190",22.513,21.175,23.112,15.509,21.891,19.579
"2191",23.569,21.079,23.28,15.366,21.795,19.912
"2192",24.098,20.698,23.545,15.318,21.891,20.174
"2193",24.195,20.436,23.737,15.27,21.819,20.317
"2194",23.689,20.317,23.857,15.915,22.465,20.841
"2195",24.581,20.96,23.761,15.772,22.226,19.936
"2196",22.992,21.056,20.507,15.986,20.889,19.841
"2197",22.058,20.889,22.034,16.392,21.963,20.079
"2198",21.963,20.698,22.106,16.415,22.369,19.888
"2199",21.461,20.365,23.689,16.487,21.437,20.484
"2200",21.7,20.531,24.508,16.249,21.413,20.627
"2201",22.202,20.865,24.581,16.249,21.056,20.412
"2202",23.16,21.27,23.689,16.582,21.795,20.746
"2203",23.232,21.151,24.098,16.463,21.724,20.412
"2204",23.737,21.056,24.122,16.129,21.867,20.722
"2205",24.146,20.913,24.098,15.843,21.987,20.865
"2206",23.978,21.246,24.122,15.963,22.705,21.342
"2207",23.665,21.223,24.171,15.963,22.441,21.103
"2208",23.376,21.223,24.315,16.344,21.27,20.126
"2209",22.92,21.103,24.219,15.605,21.581,19.532
"2210",21.939,21.079,24.002,16.034,21.509,20.15
"2211",21.748,20.817,23.809,16.582,21.127,19.222
"2212",21.509,20.793,23.16,15.963,21.39,19.579
"2213",21.604,20.77,23.809,16.106,22.058,19.96
"2214",22.968,20.889,23.954,16.392,21.509,19.603
"2215",23.833,21.056,23.857,17.201,21.485,19.865
"2216",24.944,21.079,23.16,16.534,22.034,19.746
"2217",24.171,21.175,23.978,15.796,21.987,20.365
"2218",24.219,21.366,23.521,16.32,22.25,20.484
"2219",24.291,21.413,23.497,16.677,22.657,21.413
"2220",24.339,21.533,23.28,16.153,23.232,20.198
"2221",22.753,21.151,23.16,15.963,20.96,19.912
"2222",22.178,20.746,23.232,16.129,21.915,19.888
"2223",21.7,20.603,22.393,16.177,21.7,20.031
"2224",21.939,20.436,22.848,16.129,21.366,20.341
"2225",22.441,20.579,22.753,16.225,21.724,21.27
"2226",24.726,20.746,22.489,16.034,22.561,20.531
"2227",23.809,20.913,23.208,15.939,21.867,20.817
"2228",25.404,20.984,23.208,15.724,21.7,20.507
"2229",25.137,21.294,22.968,15.652,22.082,20.555
"2230",24.895,22.202,22.944,16.249,22.202,20.627
"2231",25.21,21.294,23.208,15.652,23.184,21.557
"2232",25.307,21.652,23.472,16.558,23.905,20.603
"2233",23.328,21.199,23.4,16.725,21.413,20.412
"2234",23.232,21.103,23.376,15.843,22.13,20.079
"2235",22.154,20.936,23.4,16.272,21.963,19.389
"2236",21.795,20.841,23.04,16.177,21.437,18.557
"2237",21.676,20.841,22.896,16.415,21.628,19.484
"2238",22.321,20.936,22.92,16.939,22.154,19.365
"2239",23.785,20.984,23.04,16.463,21.867,19.318
"2240",23.954,21.079,23.28,16.701,21.891,19.865
"2241",24.508,20.936,23.256,16.034,21.246,19.96
"2242",24.871,21.223,23.088,15.772,21.748,20.531
"2243",24.339,21.175,23.208,16.773,21.987,20.746
"2244",24.508,21.413,23.184,17.058,23.112,21.652
"2245",24.412,21.628,23.328,16.106,22.609,19.341
"2246",23.136,20.793,22.776,16.106,21.772,19.865
"2247",22.609,20.746,21.7,15.963,20.865,20.126
"2248",22.896,20.698,22.585,15.581,20.817,19.246
"2249",21.891,20.674,22.106,16.034,20.936,20.317
"2250",22.657,20.77,22.441,16.177,22.034,19.817
"2251",24.05,21.056,22.609,16.106,22.369,19.96
"2252",23.785,21.079,22.465,16.32,21.485,20.222
"2253",24.363,20.96,23.689,16.201,21.724,20.293
"2254",24.968,21.27,23.978,15.986,22.298,20.627
"2255",25.21,21.795,23.304,16.32,22.25,20.793
"2256",24.171,21.509,23.689,16.558,23.4,21.27
"2257",24.605,21.318,24.098,16.272,22.896,20.222
"2258",23.545,21.056,24.146,15.724,21.724,20.793
"2259",22.321,21.079,23.112,17.748,21.246,20.388
"2260",22.274,20.674,23.569,17.962,21.533,19.746
"2261",21.604,20.865,23.088,15.939,20.841,18.771
"2262",21.366,20.722,21.819,15.461,21.748,20.126
"2263",22.345,20.793,22.489,15.748,23.04,19.651
"2264",24.074,20.96,22.345,16.153,22.011,19.96
"2265",23.617,21.199,23.16,16.892,22.011,20.436
"2266",23.689,21.318,23.641,15.915,21.987,20.412
"2267",24.847,20.984,23.761,15.772,22.13,20.365
"2268",24.412,21.294,24.002,16.129,22.417,20.817
"2269",24.605,21.199,24.315,16.511,22.872,20.984
"2270",23.376,21.39,24.581,16.654,21.223,19.984
"2271",22.609,20.817,23.978,15.605,23.328,21.318
"2272",21.819,20.793,22.609,15.939,23.521,22.537
"2273",21.795,20.65,23.593,16.201,24.195,23.4
"2274",22.705,20.77,22.729,16.249,23.809,22.92
"2275",22.968,21.008,22.537,16.701,23.208,22.465
"2276",23.064,21.032,21.39,17.51,23.208,21.819
"2277",23.232,21.175,23.016,17.986,22.896,21.175
"2278",23.833,20.96,22.513,15.581,22.657,21.557
"2279",23.978,21.891,22.178,15.509,22.321,21.509
"2280",24.581,21.557,23.256,15.366,23.016,21.437
"2281",24.895,21.581,24.05,16.654,23.184,22.369
"2282",24.026,21.413,20.293,17.772,23.569,21.939
"2283",22.92,21.294,20.15,16.82,23.737,22.489
"2284",22.776,21.748,18.652,16.63,23.617,23.184
"2285",22.92,22.106,19.865,16.915,23.088,22.441
"2286",22.729,22.106,21.676,16.796,22.968,21.581
"2287",22.848,22.321,22.872,16.606,23.569,21.819
"2288",23.665,22.298,23.376,17.296,21.652,21.294
"2289",24.122,22.321,21.318,18.343,23.208,22.369
"2290",23.689,22.345,24.291,16.987,22.944,22.274
"2291",23.713,21.963,24.171,19.294,22.944,22.465
"2292",24.171,21.843,24.195,22.298,22.992,22.441
"2293",23.978,22.178,24.605,24.484,23.28,22.513
"2294",24.339,22.082,24.726,23.569,23.352,22.92
"2295",23.809,22.393,24.774,24.677,22.681,21.533
"2296",23.328,22.226,24.798,24.75,22.992,22.393
"2297",23.04,22.441,24.774,24.388,23.256,22.968
"2298",22.753,22.417,24.75,21.652,23.448,22.968
"2299",23.376,22.417,24.605,20.198,22.992,22.968
"2300",24.074,22.465,24.532,24.195,23.112,22.753
"2301",24.968,22.417,24.388,21.461,23.28,22.393
"2302",24.895,22.465,24.195,23.665,23.328,22.298
"2303",24.581,22.345,24.122,23.785,22.896,22.106
"2304",24.098,22.393,23.954,23.881,23.28,22.465
"2305",24.484,22.321,23.954,23.857,23.352,22.537
"2306",24.581,22.321,23.954,24.05,23.497,22.705
"2307",24.339,22.465,24.026,24.05,23.208,22.609
"2308",23.16,22.417,24.026,23.28,23.136,23.16
"2309",23.256,22.465,23.978,24.002,23.088,23.304
"2310",23.208,22.681,23.978,24.002,23.497,23.376
"2311",23.256,22.681,23.978,23.954,23.545,23.208
"2312",22.944,22.537,23.978,24.002,23.208,23.184
"2313",23.761,22.561,24.026,24.074,23.497,23.208
"2314",23.617,22.633,24.122,24.243,23.328,23.112
"2315",23.665,22.537,24.219,24.267,23.472,23.088
"2316",23.617,22.657,24.315,24.267,23.352,23.04
"2317",24.171,22.633,24.557,24.436,23.472,23.04
"2318",24.098,22.681,24.847,24.388,23.424,22.92
"2319",24.171,22.753,24.871,24.146,23.785,23.112
"2320",23.857,22.872,24.823,24.026,23.208,23.04
"2321",23.448,22.824,24.726,23.352,23.521,23.593
"2322",23.472,22.776,24.557,23.352,23.978,23.809
"2323",23.424,22.824,24.171,22.25,24.122,23.641
"2324",23.256,22.729,24.171,24.05,23.809,23.665
"2325",23.954,22.824,24.195,23.184,23.665,23.328
"2326",24.195,22.729,24.146,19.698,23.4,23.304
"2327",24.412,22.776,23.881,21.724,23.545,23.112
"2328",24.629,22.776,23.448,22.585,23.352,23.064
"2329",24.557,22.824,23.713,22.082,23.424,23.016
"2330",24.944,22.705,23.833,23.184,23.376,23.064
"2331",24.968,22.705,23.833,23.448,23.785,23.016
"2332",24.484,22.753,23.881,21.7,23.905,23.545
"2333",23.857,22.729,23.905,21.318,23.713,23.954
"2334",23.545,23.064,23.905,21.437,23.857,24.074
"2335",23.569,23.088,23.905,20.603,23.761,23.954
"2336",23.737,23.16,23.954,20.15,23.978,23.857
"2337",23.737,23.088,24.05,22.202,23.785,23.785
"2338",24.267,23.136,24.195,19.46,23.617,23.833
"2339",24.267,23.136,24.291,19.484,23.833,23.761
"2340",24.074,23.136,24.412,20.603,23.905,23.665
"2341",24.653,23.184,24.532,20.65,24.074,23.665
"2342",25.016,23.04,24.629,20.103,24.05,23.713
"2343",24.871,23.376,24.653,20.031,23.93,23.665
"2344",24.702,23.352,24.702,19.793,24.726,23.737
"2345",24.677,23.328,24.315,21.008,23.809,23.737
"2346",24.05,23.521,24.629,19.888,24.581,24.098
"2347",24.171,23.521,24.605,19.96,24.677,24.195
"2348",24.243,23.521,24.46,19.651,24.532,24.171
"2349",24.315,23.448,24.388,20.007,24.195,24.05
"2350",24.823,23.232,24.243,20.412,24.315,24.002
"2351",24.968,23.184,24.146,20.055,24.412,23.809
"2352",25.089,23.16,24.122,19.722,24.195,23.905
"2353",25.065,23.256,24.074,21.008,24.532,23.737
"2354",25.283,23.304,24.026,21.342,23.978,23.689
"2355",25.453,23.376,24.026,21.915,24.219,23.689
"2356",25.623,23.28,23.93,21.987,24.412,23.737
"2357",25.04,23.4,23.881,21.915,24.243,24.122
"2358",24.46,23.472,23.857,18.176,24.339,23.93
